,BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom
1689,2,16500,550,Delhi,Semi-Furnished,Bachelors/Family,2
1690,2,30000,700,Delhi,Semi-Furnished,Bachelors,2
1691,3,35000,1300,Delhi,Semi-Furnished,Bachelors,3
1692,2,22000,800,Delhi,Unfurnished,Bachelors/Family,3
1693,1,12000,450,Delhi,Semi-Furnished,Bachelors/Family,1
1694,2,22000,1040,Delhi,Semi-Furnished,Bachelors,3
1695,2,20500,900,Delhi,Semi-Furnished,Bachelors/Family,2
1696,2,7500,1100,Delhi,Unfurnished,Bachelors/Family,1
1697,3,25000,450,Delhi,Semi-Furnished,Bachelors,2
1698,1,6000,400,Delhi,Unfurnished,Bachelors/Family,1
1699,2,15500,900,Delhi,Semi-Furnished,Bachelors/Family,2
1700,3,36000,892,Delhi,Unfurnished,Bachelors/Family,2
1701,1,13000,400,Delhi,Semi-Furnished,Bachelors,1
1702,2,9000,450,Delhi,Semi-Furnished,Bachelors/Family,1
1703,1,12000,520,Delhi,Semi-Furnished,Bachelors/Family,1
1704,2,11000,600,Delhi,Semi-Furnished,Bachelors,2
1705,3,35000,950,Delhi,Furnished,Bachelors,2
1706,2,10000,450,Delhi,Semi-Furnished,Bachelors/Family,1
1707,1,20000,450,Delhi,Semi-Furnished,Bachelors,1
1708,2,25000,850,Delhi,Semi-Furnished,Bachelors,2
1709,3,36000,1500,Delhi,Semi-Furnished,Bachelors/Family,3
1710,2,12000,700,Delhi,Unfurnished,Bachelors/Family,2
1711,1,8500,530,Delhi,Unfurnished,Bachelors/Family,1
1712,3,17000,800,Delhi,Unfurnished,Bachelors,2
1713,1,16000,900,Delhi,Furnished,Bachelors/Family,1
1714,1,9000,450,Delhi,Unfurnished,Bachelors/Family,1
1715,2,8000,650,Delhi,Unfurnished,Bachelors/Family,1
1716,2,45000,900,Delhi,Furnished,Bachelors/Family,2
1717,2,27000,900,Delhi,Furnished,Bachelors/Family,2
1718,2,14000,600,Delhi,Unfurnished,Bachelors,2
1719,2,14000,615,Delhi,Unfurnished,Bachelors/Family,2
1720,1,10000,800,Delhi,Unfurnished,Bachelors,1
1721,1,7000,400,Delhi,Semi-Furnished,Bachelors,1
1722,1,25000,800,Delhi,Furnished,Bachelors/Family,2
1723,3,22000,1000,Delhi,Unfurnished,Bachelors/Family,2
1724,3,11000,800,Delhi,Unfurnished,Bachelors/Family,2
1725,3,15000,800,Delhi,Unfurnished,Bachelors,2
1726,2,35000,900,Delhi,Unfurnished,Family,2
1727,2,52000,1125,Delhi,Furnished,Bachelors/Family,2
1728,3,15000,900,Delhi,Unfurnished,Bachelors/Family,2
1729,2,32000,1100,Delhi,Unfurnished,Bachelors,2
1730,1,11500,400,Delhi,Unfurnished,Bachelors/Family,1
1731,3,45000,713,Delhi,Furnished,Bachelors/Family,3
1732,2,16000,700,Delhi,Unfurnished,Bachelors,1
1733,2,20000,1000,Delhi,Semi-Furnished,Bachelors/Family,2
1734,2,22000,800,Delhi,Furnished,Bachelors/Family,2
1735,2,32000,1000,Delhi,Unfurnished,Bachelors/Family,2
1736,2,20000,500,Delhi,Semi-Furnished,Bachelors,2
1737,2,35000,900,Delhi,Unfurnished,Bachelors/Family,2
1738,2,15000,650,Delhi,Semi-Furnished,Bachelors/Family,2
1739,3,12000,950,Delhi,Semi-Furnished,Bachelors,2
1740,1,8000,500,Delhi,Semi-Furnished,Bachelors/Family,1
1741,1,11000,500,Delhi,Semi-Furnished,Bachelors/Family,1
1742,2,12000,450,Delhi,Semi-Furnished,Bachelors/Family,2
1743,1,20000,400,Delhi,Furnished,Bachelors/Family,1
1744,1,15000,400,Delhi,Semi-Furnished,Bachelors/Family,1
1745,2,28500,900,Delhi,Semi-Furnished,Bachelors/Family,2
1746,3,30000,1350,Delhi,Semi-Furnished,Family,3
1747,1,16000,500,Delhi,Semi-Furnished,Bachelors/Family,1
1748,1,11000,400,Delhi,Unfurnished,Bachelors/Family,1
1749,3,10500,1200,Delhi,Semi-Furnished,Bachelors/Family,2
1750,2,45000,1000,Delhi,Furnished,Bachelors/Family,2
1751,2,36000,1440,Delhi,Semi-Furnished,Bachelors,2
1752,3,45000,1500,Delhi,Unfurnished,Bachelors,3
1753,2,20000,400,Delhi,Unfurnished,Bachelors/Family,1
1754,2,13000,455,Delhi,Unfurnished,Bachelors/Family,1
1755,2,7500,450,Delhi,Unfurnished,Bachelors/Family,1
1756,2,12000,700,Delhi,Semi-Furnished,Bachelors/Family,2
1757,2,10000,600,Delhi,Semi-Furnished,Bachelors/Family,2
1758,2,10000,800,Delhi,Semi-Furnished,Bachelors/Family,2
1759,2,12000,950,Delhi,Unfurnished,Bachelors/Family,2
1760,2,15000,450,Delhi,Semi-Furnished,Bachelors/Family,1
1761,1,10000,450,Delhi,Unfurnished,Bachelors/Family,1
1762,2,14500,850,Delhi,Unfurnished,Bachelors/Family,2
1763,2,18500,1000,Delhi,Semi-Furnished,Bachelors/Family,2
1764,1,24000,600,Delhi,Furnished,Bachelors,1
1765,2,12000,1000,Delhi,Semi-Furnished,Bachelors/Family,1
1766,2,22000,900,Delhi,Semi-Furnished,Bachelors,2
1767,2,9500,450,Delhi,Semi-Furnished,Bachelors/Family,1
1768,2,25000,750,Delhi,Furnished,Bachelors,2
1769,2,17000,500,Delhi,Semi-Furnished,Bachelors/Family,2
1770,1,13000,512,Delhi,Furnished,Bachelors/Family,1
1771,3,70000,1500,Delhi,Semi-Furnished,Bachelors,3
1772,1,14000,446,Delhi,Unfurnished,Bachelors/Family,1
1773,3,32000,1100,Delhi,Semi-Furnished,Bachelors/Family,2
1774,3,20000,1300,Delhi,Unfurnished,Bachelors/Family,2
1775,2,18000,730,Delhi,Unfurnished,Bachelors/Family,2
1776,2,18000,1000,Delhi,Unfurnished,Bachelors/Family,2
1777,1,10000,450,Delhi,Furnished,Bachelors/Family,1
1778,3,31000,900,Delhi,Semi-Furnished,Bachelors/Family,2
1779,3,20500,1050,Delhi,Furnished,Bachelors/Family,2
1780,1,16000,499,Delhi,Semi-Furnished,Family,1
1781,1,8500,450,Delhi,Unfurnished,Bachelors,1
1782,3,12500,650,Delhi,Semi-Furnished,Bachelors/Family,1
1783,2,10000,600,Delhi,Unfurnished,Bachelors/Family,2
1784,3,15000,800,Delhi,Unfurnished,Bachelors/Family,1
1785,3,8000,1500,Delhi,Unfurnished,Bachelors/Family,3
1786,2,25000,900,Delhi,Semi-Furnished,Bachelors/Family,2
1787,2,13000,1000,Delhi,Unfurnished,Bachelors/Family,1
1788,1,7000,450,Delhi,Furnished,Bachelors/Family,1
1789,2,22000,900,Delhi,Semi-Furnished,Bachelors/Family,2
1790,2,40000,1100,Delhi,Furnished,Bachelors/Family,2
1791,2,22000,700,Delhi,Furnished,Bachelors/Family,2
1792,3,15000,950,Delhi,Unfurnished,Bachelors/Family,2
1793,2,23000,950,Delhi,Unfurnished,Bachelors/Family,2
1794,3,45000,1100,Delhi,Semi-Furnished,Bachelors/Family,3
1795,1,15000,497,Delhi,Unfurnished,Bachelors/Family,1
1796,1,7000,400,Delhi,Unfurnished,Bachelors,1
1797,2,7000,500,Delhi,Semi-Furnished,Bachelors/Family,2
1798,4,17401,650,Delhi,Furnished,Bachelors/Family,2
1799,1,20000,450,Delhi,Unfurnished,Family,1
1800,2,7000,500,Delhi,Semi-Furnished,Bachelors/Family,1
1801,2,17000,800,Delhi,Unfurnished,Bachelors/Family,2
1802,1,9500,400,Delhi,Furnished,Bachelors/Family,1
1803,3,20000,1200,Delhi,Semi-Furnished,Bachelors/Family,2
1804,1,8500,600,Delhi,Semi-Furnished,Bachelors,1
1805,2,25000,900,Delhi,Semi-Furnished,Bachelors,2
1806,3,20500,1150,Delhi,Unfurnished,Bachelors/Family,2
1807,4,28000,1400,Delhi,Semi-Furnished,Bachelors/Family,2
1808,1,10000,500,Delhi,Unfurnished,Bachelors/Family,1
1809,1,11000,500,Delhi,Unfurnished,Bachelors/Family,1
1810,2,35000,1000,Delhi,Semi-Furnished,Bachelors,2
1811,3,30000,1600,Delhi,Unfurnished,Bachelors/Family,2
1812,2,13000,400,Delhi,Semi-Furnished,Bachelors/Family,2
1813,2,13000,900,Delhi,Semi-Furnished,Bachelors/Family,2
1814,1,11000,480,Delhi,Unfurnished,Bachelors/Family,1
1815,2,33000,1000,Delhi,Unfurnished,Bachelors,2
1816,3,25000,1120,Delhi,Unfurnished,Bachelors/Family,2
1817,3,30000,1200,Delhi,Semi-Furnished,Bachelors/Family,2
1818,1,9000,550,Delhi,Semi-Furnished,Bachelors/Family,1
1819,2,14500,1400,Delhi,Unfurnished,Bachelors,1
1820,3,50000,1600,Delhi,Semi-Furnished,Bachelors,2
1821,1,20000,650,Delhi,Semi-Furnished,Bachelors/Family,1
1822,1,13500,520,Delhi,Furnished,Bachelors/Family,1
1823,1,14000,850,Delhi,Semi-Furnished,Bachelors,1
1824,2,18000,850,Delhi,Semi-Furnished,Bachelors,2
1825,2,14000,585,Delhi,Semi-Furnished,Bachelors/Family,1
1826,3,65000,1600,Delhi,Furnished,Bachelors/Family,2
1827,2,22000,950,Delhi,Unfurnished,Bachelors/Family,2
1828,2,10000,500,Delhi,Semi-Furnished,Bachelors/Family,1
1829,1,17000,550,Delhi,Semi-Furnished,Bachelors/Family,1
1830,1,18000,650,Delhi,Semi-Furnished,Bachelors/Family,1
1831,2,15000,550,Delhi,Unfurnished,Bachelors/Family,1
1832,2,6000,450,Delhi,Unfurnished,Bachelors/Family,1
1833,2,18000,750,Delhi,Unfurnished,Bachelors,2
1834,2,18000,975,Delhi,Semi-Furnished,Bachelors/Family,1
1835,2,14000,750,Delhi,Furnished,Bachelors/Family,2
1836,1,9000,500,Delhi,Unfurnished,Bachelors/Family,1
1837,3,47000,1550,Delhi,Semi-Furnished,Bachelors/Family,2
1838,2,20000,1000,Delhi,Semi-Furnished,Family,1
1839,2,13500,550,Delhi,Semi-Furnished,Bachelors/Family,2
1840,4,18000,900,Delhi,Unfurnished,Bachelors/Family,2
1841,1,20000,700,Delhi,Semi-Furnished,Bachelors/Family,1
1842,2,9300,500,Delhi,Unfurnished,Bachelors/Family,1
1843,2,7500,400,Delhi,Semi-Furnished,Bachelors,1
1844,3,30000,1500,Delhi,Unfurnished,Bachelors,2
1845,2,30000,1150,Delhi,Unfurnished,Bachelors,2
1846,2,12000,900,Delhi,Unfurnished,Bachelors/Family,1
1847,2,13500,700,Delhi,Unfurnished,Bachelors/Family,1
1848,2,30000,900,Delhi,Unfurnished,Bachelors/Family,2
1849,1,9500,400,Delhi,Semi-Furnished,Bachelors/Family,1
1850,2,9000,450,Delhi,Unfurnished,Bachelors/Family,1
1851,2,13000,400,Delhi,Unfurnished,Bachelors,1
1852,1,18000,450,Delhi,Furnished,Bachelors/Family,1
1853,1,19000,545,Delhi,Furnished,Bachelors/Family,1
1854,1,12000,600,Delhi,Furnished,Bachelors/Family,1
1855,3,50000,1100,Delhi,Unfurnished,Bachelors,3
1856,1,6500,500,Delhi,Unfurnished,Bachelors/Family,1
1857,1,16000,400,Delhi,Semi-Furnished,Bachelors/Family,1
1858,3,22000,1250,Delhi,Semi-Furnished,Bachelors/Family,2
1859,2,9000,480,Delhi,Semi-Furnished,Bachelors/Family,1
1860,2,21000,600,Delhi,Semi-Furnished,Bachelors,2
1861,2,20000,600,Delhi,Semi-Furnished,Bachelors,2
1862,2,13000,720,Delhi,Semi-Furnished,Bachelors/Family,2
1863,3,25000,1000,Delhi,Unfurnished,Bachelors/Family,2
1864,2,20000,900,Delhi,Semi-Furnished,Bachelors,2
1865,3,18000,900,Delhi,Semi-Furnished,Bachelors/Family,1
1866,1,13000,550,Delhi,Semi-Furnished,Bachelors/Family,1
1867,2,10000,450,Delhi,Furnished,Bachelors/Family,1
1868,2,10000,470,Delhi,Furnished,Bachelors/Family,2
1869,3,25000,1500,Delhi,Semi-Furnished,Bachelors/Family,3
1870,3,30000,1100,Delhi,Semi-Furnished,Bachelors/Family,2
1871,2,22000,1000,Delhi,Semi-Furnished,Bachelors/Family,2
1872,2,14000,800,Delhi,Unfurnished,Bachelors/Family,2
1873,1,8500,550,Delhi,Unfurnished,Bachelors,1
1874,1,8000,450,Delhi,Unfurnished,Bachelors,1
1875,2,10000,670,Delhi,Furnished,Bachelors/Family,2
1876,2,15000,700,Delhi,Semi-Furnished,Bachelors/Family,1
1877,2,12000,650,Delhi,Unfurnished,Bachelors/Family,1
1878,2,13000,550,Delhi,Unfurnished,Bachelors,2
1879,2,12000,1000,Delhi,Unfurnished,Bachelors/Family,2
1880,2,12500,900,Delhi,Unfurnished,Bachelors,2
1881,3,30000,900,Delhi,Semi-Furnished,Bachelors,3
1882,2,9500,650,Delhi,Unfurnished,Bachelors/Family,2
1883,2,15000,900,Delhi,Semi-Furnished,Bachelors/Family,2
1884,1,12000,800,Delhi,Semi-Furnished,Bachelors/Family,1
1885,1,8000,410,Delhi,Unfurnished,Bachelors,1
1886,3,70000,1500,Delhi,Furnished,Bachelors/Family,3
1887,2,30000,1400,Delhi,Semi-Furnished,Bachelors,2
1888,3,60000,1600,Delhi,Semi-Furnished,Bachelors/Family,3
1889,3,35000,1200,Delhi,Semi-Furnished,Bachelors,2
1890,3,55000,1150,Delhi,Unfurnished,Bachelors/Family,3
1891,2,17000,750,Delhi,Semi-Furnished,Bachelors/Family,2
1892,1,9300,450,Delhi,Semi-Furnished,Bachelors,1
1893,2,7500,410,Delhi,Unfurnished,Bachelors/Family,1
1894,2,20000,800,Delhi,Furnished,Bachelors/Family,1
1895,1,15000,650,Delhi,Furnished,Bachelors,1
1896,2,20000,810,Delhi,Semi-Furnished,Bachelors/Family,2
1897,3,12000,700,Delhi,Furnished,Bachelors/Family,2
1898,2,40000,1125,Delhi,Furnished,Bachelors/Family,2
1899,2,8000,600,Delhi,Unfurnished,Bachelors/Family,2
1900,3,95000,1300,Delhi,Furnished,Bachelors,3
1901,3,68000,1450,Delhi,Semi-Furnished,Bachelors/Family,3
1902,3,24000,1250,Delhi,Unfurnished,Bachelors,2
1903,3,28000,1000,Delhi,Semi-Furnished,Bachelors/Family,2
1904,3,28000,900,Delhi,Unfurnished,Bachelors,2
1905,2,18000,900,Delhi,Semi-Furnished,Bachelors/Family,2
1906,3,27000,1250,Delhi,Unfurnished,Bachelors/Family,3
1907,2,17000,650,Delhi,Unfurnished,Bachelors/Family,2
1908,2,25000,900,Delhi,Semi-Furnished,Bachelors/Family,1
1909,3,16500,1250,Delhi,Unfurnished,Bachelors,2
1910,2,25000,680,Delhi,Furnished,Bachelors,1
1911,2,22999,756,Delhi,Semi-Furnished,Bachelors,2
1912,2,6000,500,Delhi,Unfurnished,Bachelors/Family,1
1913,2,40000,900,Delhi,Furnished,Bachelors/Family,2
1914,2,20000,950,Delhi,Semi-Furnished,Bachelors/Family,2
1915,2,32000,900,Delhi,Furnished,Bachelors/Family,2
1916,2,8000,750,Delhi,Semi-Furnished,Bachelors/Family,1
1917,3,25000,1400,Delhi,Unfurnished,Family,3
1918,2,30000,1000,Delhi,Semi-Furnished,Bachelors/Family,2
1919,1,12000,400,Delhi,Unfurnished,Bachelors/Family,1
1920,2,18000,900,Delhi,Unfurnished,Bachelors/Family,1
1921,1,16000,400,Delhi,Furnished,Bachelors/Family,1
1922,4,28000,1500,Delhi,Semi-Furnished,Bachelors/Family,2
1923,2,30000,450,Delhi,Furnished,Bachelors/Family,1
1924,2,15000,900,Delhi,Semi-Furnished,Bachelors/Family,1
1925,1,8000,500,Delhi,Unfurnished,Bachelors/Family,1
1926,1,9000,400,Delhi,Unfurnished,Bachelors/Family,2
1927,1,9500,450,Delhi,Unfurnished,Bachelors/Family,1
1928,2,10000,540,Delhi,Unfurnished,Bachelors/Family,1
1929,1,15000,700,Delhi,Unfurnished,Bachelors/Family,1
1930,3,55000,1450,Delhi,Furnished,Bachelors,2
1931,2,20000,1000,Delhi,Semi-Furnished,Bachelors,2
1932,2,16000,550,Delhi,Semi-Furnished,Bachelors,2
1933,2,23000,900,Delhi,Furnished,Bachelors/Family,2
1934,2,25000,1100,Delhi,Unfurnished,Bachelors/Family,2
1935,1,9000,600,Delhi,Semi-Furnished,Bachelors,1
1936,1,11000,450,Delhi,Semi-Furnished,Bachelors,1
1937,2,11500,550,Delhi,Unfurnished,Bachelors/Family,1
1938,3,16000,1000,Delhi,Unfurnished,Bachelors/Family,2
1939,3,23000,1250,Delhi,Unfurnished,Bachelors,2
1940,2,12100,700,Delhi,Unfurnished,Bachelors,1
1941,2,40000,1000,Delhi,Furnished,Bachelors/Family,2
1942,3,40000,1350,Delhi,Semi-Furnished,Bachelors,3
1943,2,13000,650,Delhi,Unfurnished,Bachelors/Family,2
1944,2,17500,650,Delhi,Semi-Furnished,Bachelors/Family,2
1945,3,14500,1250,Delhi,Unfurnished,Bachelors/Family,3
1946,3,30000,1000,Delhi,Unfurnished,Bachelors/Family,2
1947,1,10000,500,Delhi,Semi-Furnished,Bachelors/Family,1
1948,3,90000,1550,Delhi,Semi-Furnished,Bachelors,3
1949,2,32000,1150,Delhi,Unfurnished,Bachelors,2
1950,3,30000,1205,Delhi,Furnished,Bachelors/Family,2
1951,3,42000,1450,Delhi,Semi-Furnished,Bachelors,2
1952,2,10000,700,Delhi,Unfurnished,Bachelors,1
1953,1,17000,400,Delhi,Furnished,Bachelors/Family,1
1954,1,18000,700,Delhi,Semi-Furnished,Bachelors/Family,1
1955,2,14000,1000,Delhi,Semi-Furnished,Bachelors,2
1956,1,17000,450,Delhi,Furnished,Bachelors/Family,1
1957,3,27000,1200,Delhi,Semi-Furnished,Family,2
1958,3,25000,1200,Delhi,Semi-Furnished,Bachelors,2
1959,2,23000,900,Delhi,Semi-Furnished,Bachelors/Family,2
1960,2,35000,1300,Delhi,Unfurnished,Bachelors,2
1961,2,27000,1300,Delhi,Furnished,Bachelors/Family,2
1962,2,12000,950,Delhi,Semi-Furnished,Bachelors,1
1963,2,30000,750,Delhi,Furnished,Bachelors/Family,2
1964,2,25000,950,Delhi,Semi-Furnished,Bachelors/Family,2
1965,2,16500,950,Delhi,Unfurnished,Bachelors,1
1966,3,100000,1400,Delhi,Semi-Furnished,Bachelors/Family,3
1967,1,12500,450,Delhi,Furnished,Bachelors/Family,1
1968,2,14000,600,Delhi,Unfurnished,Bachelors/Family,2
1969,1,17000,550,Delhi,Furnished,Bachelors/Family,1
1970,3,15000,900,Delhi,Furnished,Bachelors/Family,3
1971,3,24000,1300,Delhi,Semi-Furnished,Bachelors/Family,2
1972,2,12000,500,Delhi,Semi-Furnished,Bachelors/Family,2
1973,2,10500,500,Delhi,Semi-Furnished,Bachelors/Family,2
1974,2,31000,1200,Delhi,Semi-Furnished,Bachelors/Family,2
1975,2,9000,700,Delhi,Semi-Furnished,Bachelors/Family,1
1976,3,27000,1050,Delhi,Unfurnished,Family,2
1977,2,12500,500,Delhi,Semi-Furnished,Bachelors/Family,2
1978,2,15000,1100,Chennai,Semi-Furnished,Bachelors,2
1979,2,6500,1000,Chennai,Semi-Furnished,Bachelors/Family,2
1980,1,15000,650,Chennai,Semi-Furnished,Bachelors/Family,1
1981,2,15000,1000,Chennai,Semi-Furnished,Bachelors,2
1982,2,7600,700,Chennai,Unfurnished,Bachelors/Family,2
1983,3,29000,1200,Chennai,Semi-Furnished,Bachelors,3
1984,2,12000,600,Chennai,Furnished,Bachelors/Family,2
1985,2,10500,1080,Chennai,Unfurnished,Bachelors/Family,2
1986,2,29000,1300,Chennai,Semi-Furnished,Bachelors/Family,2
1987,2,26000,1027,Chennai,Semi-Furnished,Bachelors,2
1988,3,25000,1350,Chennai,Furnished,Family,3
1989,2,10000,950,Chennai,Unfurnished,Family,2
1990,2,14000,1300,Chennai,Unfurnished,Bachelors/Family,2
1991,2,6000,600,Chennai,Unfurnished,Bachelors/Family,1
1992,3,40000,1428,Chennai,Unfurnished,Bachelors,2
1993,2,23000,920,Chennai,Semi-Furnished,Bachelors/Family,2
1994,2,10000,600,Chennai,Semi-Furnished,Bachelors/Family,2
1995,2,10000,810,Chennai,Unfurnished,Bachelors,1
1996,2,15000,1200,Chennai,Semi-Furnished,Bachelors/Family,2
1997,1,11000,550,Chennai,Semi-Furnished,Bachelors/Family,1
1998,2,20000,600,Chennai,Unfurnished,Family,1
1999,2,15000,850,Chennai,Furnished,Bachelors/Family,1
2000,2,6000,900,Chennai,Unfurnished,Bachelors,2
2001,2,20000,1000,Chennai,Semi-Furnished,Bachelors/Family,2
2002,1,6500,500,Chennai,Unfurnished,Bachelors/Family,1
2003,2,12000,800,Chennai,Semi-Furnished,Bachelors/Family,1
2004,2,27000,1550,Chennai,Semi-Furnished,Bachelors/Family,3
2005,2,15000,1500,Chennai,Unfurnished,Bachelors/Family,2
2006,2,22000,700,Chennai,Semi-Furnished,Bachelors/Family,2
2007,1,7000,400,Chennai,Unfurnished,Bachelors/Family,1
2008,2,7000,450,Chennai,Semi-Furnished,Bachelors/Family,1
2009,1,6500,500,Chennai,Furnished,Bachelors/Family,1
2010,2,9000,770,Chennai,Semi-Furnished,Bachelors/Family,2
2011,2,12000,850,Chennai,Unfurnished,Family,2
2012,2,18000,1100,Chennai,Semi-Furnished,Bachelors,2
2013,2,8000,650,Chennai,Unfurnished,Bachelors/Family,1
2014,2,14000,1000,Chennai,Unfurnished,Bachelors/Family,2
2015,2,10000,790,Chennai,Semi-Furnished,Bachelors/Family,2
2016,2,13000,600,Chennai,Semi-Furnished,Bachelors/Family,2
2017,2,11200,700,Chennai,Unfurnished,Bachelors/Family,2
2018,1,8900,550,Chennai,Unfurnished,Bachelors/Family,1
2019,1,12000,500,Chennai,Unfurnished,Bachelors/Family,1
2020,3,35000,1550,Chennai,Semi-Furnished,Bachelors,2
2021,3,34999,1462,Chennai,Semi-Furnished,Family,3
2022,2,11000,970,Chennai,Semi-Furnished,Bachelors,2
2023,2,15000,700,Chennai,Unfurnished,Bachelors/Family,1
2024,2,15000,674,Chennai,Unfurnished,Bachelors,2
2025,2,10000,750,Chennai,Unfurnished,Family,2
2026,2,12000,1000,Chennai,Semi-Furnished,Bachelors/Family,2
2027,2,10000,1030,Chennai,Semi-Furnished,Bachelors/Family,2
2028,3,35000,1540,Chennai,Furnished,Bachelors,2
2029,2,24000,1100,Chennai,Unfurnished,Bachelors/Family,2
2030,2,12000,985,Chennai,Unfurnished,Bachelors/Family,2
2031,2,30000,1200,Chennai,Semi-Furnished,Bachelors/Family,2
2032,2,10000,1200,Chennai,Unfurnished,Bachelors/Family,2
2033,2,15000,900,Chennai,Unfurnished,Bachelors/Family,2
2034,2,33000,800,Chennai,Unfurnished,Bachelors/Family,2
2035,2,9000,800,Chennai,Semi-Furnished,Bachelors/Family,2
2036,3,30000,1500,Chennai,Semi-Furnished,Bachelors/Family,3
2037,2,13000,680,Chennai,Unfurnished,Bachelors/Family,2
2038,2,15000,800,Chennai,Semi-Furnished,Bachelors/Family,2
2039,2,12000,875,Chennai,Semi-Furnished,Bachelors,2
2040,2,20000,880,Chennai,Semi-Furnished,Family,2
2041,3,36000,1500,Chennai,Semi-Furnished,Bachelors/Family,3
2042,2,10000,950,Chennai,Unfurnished,Bachelors/Family,2
2043,2,16000,850,Chennai,Semi-Furnished,Bachelors/Family,2
2044,1,6000,700,Chennai,Semi-Furnished,Bachelors/Family,1
2045,1,6000,450,Chennai,Unfurnished,Bachelors/Family,1
2046,1,6500,400,Chennai,Unfurnished,Bachelors/Family,1
2047,2,8000,800,Chennai,Unfurnished,Bachelors/Family,1
2048,2,12500,600,Chennai,Unfurnished,Bachelors/Family,1
2049,2,11000,800,Chennai,Unfurnished,Bachelors/Family,1
2050,3,40000,1600,Chennai,Semi-Furnished,Bachelors/Family,3
2051,2,15000,700,Chennai,Unfurnished,Bachelors,2
2052,2,8000,800,Chennai,Semi-Furnished,Bachelors/Family,2
2053,1,7500,560,Chennai,Unfurnished,Bachelors/Family,1
2054,1,14000,420,Chennai,Unfurnished,Bachelors,1
2055,2,15000,1000,Chennai,Furnished,Bachelors/Family,2
2056,3,21000,1330,Chennai,Semi-Furnished,Bachelors/Family,3
2057,3,12000,930,Chennai,Semi-Furnished,Family,2
2058,2,15000,1200,Chennai,Furnished,Bachelors/Family,2
2059,3,20500,1000,Chennai,Semi-Furnished,Bachelors/Family,1
2060,2,13500,1210,Chennai,Semi-Furnished,Bachelors/Family,2
2061,2,10000,750,Chennai,Unfurnished,Bachelors/Family,2
2062,3,15000,1150,Chennai,Semi-Furnished,Bachelors/Family,3
2063,2,11000,800,Chennai,Unfurnished,Family,2
2064,2,12000,930,Chennai,Furnished,Family,2
2065,2,20000,800,Chennai,Semi-Furnished,Family,2
2066,2,24000,850,Chennai,Unfurnished,Bachelors/Family,2
2067,2,16000,650,Chennai,Semi-Furnished,Bachelors/Family,2
2068,2,10000,770,Chennai,Unfurnished,Family,1
2069,3,26000,1100,Chennai,Semi-Furnished,Bachelors/Family,2
2070,2,10000,950,Chennai,Semi-Furnished,Bachelors/Family,2
2071,3,15000,1250,Chennai,Semi-Furnished,Bachelors/Family,2
2072,1,9000,400,Chennai,Unfurnished,Bachelors/Family,1
2073,2,9000,575,Chennai,Semi-Furnished,Bachelors/Family,2
2074,2,15000,1234,Chennai,Semi-Furnished,Bachelors/Family,2
2075,2,12000,870,Chennai,Semi-Furnished,Bachelors/Family,2
2076,2,20000,1162,Chennai,Semi-Furnished,Bachelors/Family,2
2077,1,8000,500,Chennai,Unfurnished,Bachelors/Family,1
2078,3,13000,900,Chennai,Unfurnished,Bachelors/Family,1
2079,1,6800,600,Chennai,Unfurnished,Bachelors/Family,1
2080,2,9000,600,Chennai,Furnished,Bachelors/Family,1
2081,3,14000,1600,Chennai,Furnished,Bachelors/Family,3
2082,3,50000,1600,Chennai,Semi-Furnished,Bachelors,3
2083,1,8000,400,Chennai,Unfurnished,Bachelors/Family,1
2084,2,16000,1000,Chennai,Semi-Furnished,Bachelors/Family,2
2085,2,15000,600,Chennai,Unfurnished,Bachelors,2
2086,2,15000,750,Chennai,Unfurnished,Bachelors,2
2087,2,15000,700,Chennai,Semi-Furnished,Bachelors/Family,2
2088,1,9000,500,Chennai,Semi-Furnished,Bachelors/Family,1
2089,1,6500,700,Chennai,Unfurnished,Bachelors/Family,1
2090,3,17000,1480,Chennai,Furnished,Bachelors/Family,2
2091,2,15000,830,Chennai,Semi-Furnished,Bachelors/Family,2
2092,3,25000,1425,Chennai,Semi-Furnished,Bachelors/Family,2
2093,3,40000,1550,Chennai,Unfurnished,Bachelors,3
2094,2,17500,1200,Chennai,Semi-Furnished,Bachelors/Family,2
2095,3,11000,800,Chennai,Semi-Furnished,Bachelors/Family,2
2096,3,8500,1261,Chennai,Semi-Furnished,Bachelors/Family,3
2097,2,11000,425,Chennai,Semi-Furnished,Bachelors/Family,2
2098,2,12500,940,Chennai,Unfurnished,Bachelors/Family,2
2099,2,14000,700,Chennai,Unfurnished,Bachelors/Family,2
2100,2,25000,1145,Chennai,Semi-Furnished,Bachelors,2
2101,2,18000,750,Chennai,Semi-Furnished,Bachelors/Family,2
2102,3,17000,1250,Chennai,Semi-Furnished,Bachelors/Family,3
2103,2,8500,900,Chennai,Unfurnished,Bachelors/Family,2
2104,3,15000,800,Chennai,Semi-Furnished,Bachelors,2
2105,2,22000,800,Chennai,Semi-Furnished,Bachelors/Family,2
2106,2,15000,900,Chennai,Semi-Furnished,Bachelors/Family,2
2107,2,10000,600,Chennai,Unfurnished,Bachelors/Family,1
2108,2,10000,910,Chennai,Semi-Furnished,Bachelors/Family,2
2109,3,15000,1350,Chennai,Unfurnished,Bachelors/Family,3
2110,3,34500,450,Chennai,Semi-Furnished,Bachelors,3
2111,1,8000,600,Chennai,Unfurnished,Bachelors/Family,1
